"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF"
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-01",,,"0.00",,"0.0","61","76","49","55","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-02",,,"0.20",,"0.0","56","73","45","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-03",,,"0.10",,"0.0","54","65","48","49","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-04",,,"0.10",,"0.0","54","70","46","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-05",,,"0.30",,"0.0","52","66","46","46","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-06",,,"0.00",,"0.0","55","72","43","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-07",,,"0.10",,"0.0","60","73","47","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-08",,,"0.00",,"0.0","61","74","50","54","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-09",,,"0.00",,"0.0","63","76","51","56","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-10",,,"0.00",,"0.0","63","76","51","55","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-11",,,"0.10",,"0.0","58","77","49","49","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-12",,,"0.00",,"0.0","59","74","47","54","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-13",,,"0.10",,"0.0","58","70","50","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-14",,,"0.00",,"0.0","60","73","49","52","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-15",,,"0.00",,"0.0","61","75","48","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-16",,,"0.00",,"0.0","60","74","48","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-17",,,"0.00",,"0.0","62","85","46","54","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-18",,,"0.00",,"0.0","62","77","50","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-19",,,"0.10",,"0.0","61","77","51","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-20",,,"0.00",,"0.0","60","79","48","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-21",,,"0.00",,"0.0","60","75","44","52","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-22",,,"0.00",,"0.0","60","76","46","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-23",,,"0.00",,"0.0","63","78","52","55","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-24",,,"0.00",,"0.0","64","81","50","56","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-25",,,"0.00",,"0.0","63","75","54","55","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-26",,,"0.10",,"0.0","55","72","47","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-27",,,"0.10",,"0.0","56","73","44","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-28",,,"0.00",,"0.0","57","70","45","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-29",,,"0.20",,"0.0","55","68","48","48","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-30",,,"0.50",,"0.0","51","62","43","48","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-07-31",,,"0.10",,"0.0","52","67","44","44","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-01",,,"0.20",,"0.0","55","70","42","50","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-02",,,"0.00",,"0.0","58","75","47","52","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-03",,,"0.00",,"0.0","61","77","49","54","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-04",,,"0.00",,"0.0","61","79","50","55","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-05",,,"0.00",,"0.0","62","79","50","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-06",,,"0.00",,"0.0","59","72","47","55","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-07",,,"0.00",,"0.0","61","76","51","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-08",,,"0.00",,"0.0","55","70","45","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-09",,,"0.00",,"0.0","54","68","38","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-10",,,"0.00",,"0.0","56","70","42","50","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-11",,,"0.00",,"0.0","59","74","42","52","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-12",,,"0.00",,"0.0","60","78","47","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-13",,,"0.10",,"0.0","60","70","48","52","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-14",,,"0.40",,"0.0","53","62","44","44","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-15",,,"0.10",,"0.0","51","70","39","42","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-16",,,"0.00",,"0.0","51","63","39","43","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-17",,,"0.00",,"0.0","52","69","39","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-18",,,"0.00",,"0.0","53","67","42","48","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-19",,,"0.00",,"0.0","55","70","43","50","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-20",,,"0.00",,"0.0","58","84","46","50","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-21",,,"0.00",,"0.0","60","79","47","55","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-22",,,"0.00",,"0.0","64","81","51","60","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-23",,,"0.00",,"0.0","59","87","51","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-24",,,"0.00",,"0.0","54","63","46","50","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-25",,,"0.00",,"0.0","55","68","47","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-26",,,"0.00",,"0.0","54","67","44","48","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-27",,,"0.00",,"0.0","57","74","44","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-28",,,"0.00",,"0.0","59","77","46","52","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-29",,,"0.00",,"0.0","59","76","47","54","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-30",,,"0.00",,"0.0","57","71","50","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-08-31",,,"0.00",,"0.0","58","72","48","52","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-01",,,"0.00",,"0.0","59","74","48","53","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-02",,,"0.00",,"0.0","59","74","49","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-03",,,"0.00",,"0.0","58","75","45","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-04",,,"0.00",,"0.0","56","74","44","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-05",,,"0.00",,"0.0","56","72","44","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-06",,,"0.00",,"0.0","55","68","49","49","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-07",,,"0.00",,"0.0","56","68","43","52","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-08",,,"0.00",,"0.0","57","71","49","50","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-09",,,"0.00",,"0.0","58","75","47","50","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-10",,,"0.00",,"0.0","58","73","48","50","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-11",,,"0.00",,"0.0","56","72","46","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-12",,,"0.10",,"0.0","50","69","44","44","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-13",,,"0.10",,"0.0","53","72","42","49","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-14",,,"0.00",,"0.0","52","69","45","46","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-15",,,"0.10",,"0.0","50","62","42","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-16",,,"0.10",,"0.0","51","63","41","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-17",,,"0.00",,"0.0","53","70","43","48","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-18",,,"0.00",,"0.0","52","69","43","44","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-19",,,"0.00",,"0.0","52","66","42","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-20",,,"0.30",,"0.0","46","57","39","41","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-21",,,"0.30",,"0.0","35","41","30","31","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-22",,,"0.10",,"0.0","35","39","30","36","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-23",,,"0.00",,"0.0","40","49","34","35","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-24",,,"0.00",,"0.0","38","49","33","35","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-25",,,"0.10",,"0.0","46","60","35","40","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-26",,,"0.00",,"0.0","51","66","38","46","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-27",,,"0.00",,"0.0","53","70","43","45","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-28",,,"0.00",,"0.0","54","71","42","50","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-29",,,"0.10",,"0.0","55","70","45","51","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-09-30",,,"0.00",,"0.0","45","62","30","30","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-01",,,"0.00",,"0.0","31","37","26","27","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-02",,,"0.10",,"0.0","35","49","25","33","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-03",,,"0.00",,"0.0","43","58","31","40","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-04",,,"0.00",,"0.0","46","67","35","42","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-05",,,"0.40",,"1.0","34","42","29","29","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-06",,,"0.00",,"0.0","32","47","23","30","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-07",,,"0.00",,"0.0","41","54","30","38","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-08",,,"0.10",,"0.0","37","45","32","33","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-09",,,"0.10",,"0.0","39","47","29","43","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-10",,,"0.00",,"0.0","44","55","37","41","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-11",,,"0.00",,"0.0","42","50","35","47","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-12",,,"0.00",,"0.0","47","57","39","46","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-13",,,"0.00",,"0.0","43","52","36","43","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-14",,,"0.20",,"0.0","42","48","40","40","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-15",,,"0.00",,"0.0","43","50","38","41","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-16",,,"0.00",,"0.0","42","54","33","35","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-17",,,"0.00",,"0.0","44","60","34","40","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-18",,,"0.00",,"0.0","48","64","38","46","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-19",,,"0.00",,"0.0","49","61","41","44","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-20",,,"0.20",,"0.0","44","59","36","38","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-21",,,"0.00",,"0.0","37","42","29","30","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-22",,,"0.10",,"0.0","35","45","26","35","0.1",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-23",,,"0.00",,"0.0","38","48","32","35","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-24",,,"0.10",,"0.0","37","46","32","33","0.1",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-25",,,"0.00",,"0.0","30","39","19","19","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-26",,,"0.10",,"0.0","29","42","14","32","0.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-27",,,"0.20",,"0.0","31","43","25","25","0.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-28",,,"0.10",,"1.0","27","32","18","18","0.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-29",,,"0.00",,"3.0","19","25","14","16","0.4",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-30",,,"0.20",,"2.0","23","30","15","30","0.5",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-10-31",,,"0.00",,"1.0","33","46","24","32","0.5",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-01",,,"0.00",,"1.0","37","49","30","33","0.5",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-02",,,"0.00",,"0.0","38","49","31","33","0.5",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-03",,,"0.00",,"0.0","39","52","30","36","0.5",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-04",,,"0.00",,"0.0","40","53","33","38","0.6",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-05",,,"0.00",,"0.0","42","56","35","41","0.6",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-06",,,"0.00",,"0.0","44","56","38","41","0.6",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-07",,,"0.00",,"0.0","45","59","38","38","0.4",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-08",,,"0.00",,"0.0","40","50","36","39","0.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-09",,,"0.00",,"0.0","38","48","33","35","0.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-10",,,"0.00",,"0.0","39","52","30","37","0.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-11",,,"0.00",,"0.0","42","54","36","41","0.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-12",,,"0.00",,"0.0","44","53","39","40","0.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-13",,,"0.20",,"0.0","34","46","25","26","0.5",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-14",,,"0.50",,"5.0","27","34","24","24","0.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-15",,,"0.20",,"5.0","21","28","12","12","0.9",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-16",,,"0.00",,"3.0","17","29","7","19","0.9",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-17",,,"0.00",,"3.0","26","35","17","27","0.9",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-18",,,"0.00",,"3.0","29","38","24","27","0.9",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-19",,,"0.00",,"2.0","28","38","22","25","1.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-20",,,"0.00",,"3.0","27","36","19","26","1.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-21",,,"0.00",,"3.0","31","42","25","26","1.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-22",,,"0.00",,"2.0","30","36","23","31","1.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-23",,,"0.20",,"6.0","20","31","10","10","1.1",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-24",,,"0.00",,"5.0","16","26","8","18","1.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-25",,,"0.00",,"5.0","24","36","15","25","1.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-26",,,"0.00",,"5.0","29","36","23","27","1.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-27",,,"0.00",,"5.0","30","38","24","29","1.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-28",,,"0.00",,"5.0","32","39","25","25","1.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-29",,,"0.00",,"5.0","26","33","21","22","1.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-11-30",,,"0.00",,"5.0","25","34","17","25","1.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-01",,,"0.00",,"5.0","27","36","22","24","1.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-02",,,"0.10",,"7.0","15","25","2","2","1.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-03",,,"0.00",,"7.0","3","13","-3","-2","1.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-04",,,"0.00",,"7.0","6","20","-5","9","1.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-05",,,"0.10",,"6.0","19","31","8","22","1.4",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-06",,,"0.10",,"9.0","16","22","8","12","1.5",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-07",,,"0.20",,"8.0","20","26","11","23","1.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-08",,,"0.20",,"13.0","16","25","3","3","2.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-09",,,"0.10",,"12.0","4","11","-3","3","2.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-10",,,"0.00",,"12.0","6","18","-1","7","2.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-11",,,"0.00",,"11.0","14","24","4","18","2.1",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-12",,,"0.10",,"10.0","24","30","18","24","2.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-13",,,"0.50",,"17.0","28","35","24","24","2.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-14",,,"0.00",,"15.0","23","29","19","20","2.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-15",,,"0.00",,"15.0","19","28","12","21","2.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-16",,,"0.00",,"13.0","27","36","18","29","2.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-17",,,"0.00",,"13.0","29","35","23","24","2.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-18",,,"0.00",,"13.0","22","32","12","12","2.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-19",,,"0.00",,"13.0","15","25","6","19","2.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-20",,,"0.00",,"13.0","26","37","18","26","2.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-21",,,"0.00",,"12.0","26","35","22","24","2.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-22",,,"0.30",,"14.0","28","35","22","26","3.0",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-23",,,"0.00",,"15.0","25","33","18","18","3.1",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-24",,,"0.00",,"16.0","9","18","3","7","3.1",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-25",,,"0.10",,"16.0","10","16","5","6","3.1",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-26",,,"0.00",,"15.0","9","18","3","12","3.1",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-27",,,"0.00",,"15.0","13","22","8","11","3.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-28",,,"0.00",,"15.0","14","22","7","15","3.2",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-29",,,"0.10",,"15.0","20","30","12","19","3.3",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-30",,,"0.40",,"21.0","20","25","17","17","3.7",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2009-12-31",,,"0.00",,"20.0","14","22","10","15","3.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2010-01-01",,,"0.10",,"18.0","24","33","14","26","3.8",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2010-01-02",,,"0.20",,"21.0","26","32","22","22","4.1",
"USS0006K45S","BEAVER CK VILLAGE, CO US","39.6","-106.51","2590.8","2010-01-03",,,"0.00",,"20.0","21","28","17","19","4.1",
