id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1905596,"Charming, cozy, private hideaway",5811115,Annette,,Berkeley,39.78124578200972,-105.03799142683467,Entire home/apt,125,3,66,2018-08-13,1.16,6,289
1911814,Suite Sunnyside (Highlands),4317724,Randall,,Sunnyside,39.77194315277875,-105.0247780723039,Entire home/apt,99,2,136,2018-08-06,2.43,1,140
1917240,Denver DU  area * Private Bath * Welcome!,9941336,Nora,,Rosedale,39.67668423252862,-104.98349728814297,Private room,85,1,41,2018-07-27,0.73,1,177
1931596,Adorable Rowhouse 5 blocks from Wash Park w/ AC!!!,9998811,Ashlea-Ann,,Washington Park West,39.70040589587778,-104.97944918311413,Private room,40,1,49,2018-08-23,3.17,2,29
1955800,High-Rise Condo in Heart of Denver,10109001,Joey,,CBD,39.745052687794214,-104.99459202426515,Entire home/apt,225,28,14,2017-10-02,0.24,1,174
1959652,Lower Highland Oasis,903056,Peter,,Highland,39.76418830650835,-105.00768033186766,Entire home/apt,145,3,29,2018-08-04,1.46,1,148
1959836,Artist Cottage in Denver,10033473,Anne,,Clayton,39.76493496778231,-104.95782714346606,Private room,39,1,269,2018-08-19,4.70,1,66
1959918,Private Central Walkable 1.5 Bed Near Conv Center,438129,Mike,,Lincoln Park,39.7364779783294,-105.0008031278336,Entire home/apt,125,1,292,2018-08-22,6.34,1,144
1966084,*Capital Hill Home Downtown 4bd/2ba,8354816,Andrew And Siobhan,,Capitol Hill,39.734975157186334,-104.98087504064974,Entire home/apt,400,3,24,2018-07-02,0.44,2,334
1966103,"Families, Travelers & Tourists Welcome!!",9597571,Jon & Irene,,Platt Park,39.67953220708263,-104.98034546993566,Entire home/apt,160,29,4,2018-08-03,0.16,2,72
1975775,"Near downtown, baby/kid friendly",10199256,Lauren And Joel,,Whittier,39.76005076893171,-104.96648679441572,Entire home/apt,135,3,12,2018-05-28,0.27,1,0
1993555,Cozy Home near SOBO in Wash Park West,312356,Sam,,Speer,39.71163527161645,-104.9784853674856,Entire home/apt,107,2,10,2018-07-01,0.40,1,7
2061222,Sunny private house&driveway,5124037,Darja,,Montclair,39.739612304624856,-104.91956184174884,Entire home/apt,95,3,34,2018-01-01,0.65,3,0
2072132,Rustic Craftsman Master Suite,8289288,Jessica,,Cole,39.76425496012795,-104.97120316633705,Private room,75,1,74,2018-08-01,2.20,5,7
2104774,30nt. Minimum required!Charm Quiet  Parks 3,4087056,Jeanne,,City Park West,39.74153436391844,-104.96733470092663,Entire home/apt,80,5,38,2018-08-11,0.97,6,254
2119667,Architect Owned - Reclaimed Retreat,10535707,Nicole,,Lincoln Park,39.73410216833139,-105.00069270890413,Entire home/apt,140,1,324,2018-08-20,5.79,1,130
2139342,Designer Home Away From Home,10917089,Jeff,,Hilltop,39.720613866901104,-104.91187495836519,Entire home/apt,97,30,141,2017-04-01,2.53,3,281
2146050,Beautiful Carriage House Apartment,393372,Ryan,,Baker,39.716271982699034,-104.98914238901631,Entire home/apt,90,1,206,2018-08-24,3.68,1,354
2155720,Classic home with an amazing yard,11000535,Eric,,Baker,39.71911318312852,-104.9885556941344,Entire home/apt,185,2,4,2017-08-07,0.07,1,238
2175370,Private Room/Share Bath*LadiesOnly*Walk to DU,9869829,Barbara,,University,39.66636479545308,-104.96569213026628,Private room,23,3,44,2018-07-22,0.81,3,148
2180372,Denver Skyland Retreat,11119669,Denise,,Skyland,39.75617092865504,-104.95160341622876,Entire home/apt,264,3,66,2018-08-18,1.20,2,170
2193734,"Baker Room(2)! Good vibes, simple living",171609,Rondi,,Baker,39.72319519583184,-104.99180829762459,Private room,49,2,16,2018-05-14,1.12,2,52
2214963,Charming Highlands Bungalow,5146416,Will,,West Highland,39.76008410954963,-105.03831499696619,Entire home/apt,249,3,17,2017-09-04,0.32,1,267
2216969,Modern Studio,10917089,Jeff,,Hilltop,39.72201847338694,-104.911774571405,Entire home/apt,60,30,135,2018-07-20,3.92,3,330
2221047,Colorado Hollow ✭ Beautiful Terrace ✭ Sleeps 7!,3848278,John,,City Park West,39.74494835840135,-104.97104599252224,Entire home/apt,150,2,273,2018-08-01,5.04,1,358
2232323,"Cozy Cottage in the Country Club,",11393480,Darrow,,Country Club,39.722034089592285,-104.96622793002193,Entire home/apt,200,5,52,2018-08-22,0.97,1,339
2232930,Beautiful bungalow in the city,11397394,Megan,,Speer,39.71757116604108,-104.98131559587489,Entire home/apt,120,2,29,2018-06-11,1.11,2,312
2239191,Spacious victorian near downtown.,1239512,Zorab,,Clayton,39.76664428705341,-104.95476938531762,Entire home/apt,169,2,33,2018-08-01,0.84,1,353
2243316,"30Nt Min.REQUIREDto book,Open,QuietWalkEverywhere1",4087056,Jeanne,,City Park West,39.74175775132196,-104.96717644690199,Entire home/apt,109,10,22,2018-06-09,0.40,6,329
2250084,Private Room and Living Space,11491972,"Mary, Tony And Peter",,Lowry Field,39.72890588360715,-104.89600323057367,Private room,55,30,172,2018-06-30,3.15,2,322
2257217,Comfort and Downtown Convenience,2191569,Beth,,Five Points,39.75064601953437,-104.97725540484322,Private room,55,1,503,2018-08-21,9.03,2,324
2267500,Quiet Highlands Cottage,7961148,Cory,,West Highland,39.76485468926231,-105.03541322466074,Entire home/apt,100,2,195,2018-08-23,3.62,1,66
2299068,Charming Bunglow -Great parking,10558217,Henry,,Clayton,39.76491992932388,-104.94854886397228,Private room,60,2,24,2018-08-11,1.00,1,84
2315897,Private room in 2 bedroom condo.,11826657,Forrest,,Capitol Hill,39.728386649189815,-104.98235828620854,Private room,61,2,143,2018-08-19,2.62,1,18
2329530,Cozy Single Bedroom in Lowry,11491972,"Mary, Tony And Peter",,Lowry Field,39.72966532774647,-104.89766462947411,Private room,37,30,288,2018-05-27,5.21,2,331
2332029,Quiant attic apartment,11910746,Dan And Meg,,Speer,39.721250164941026,-104.98565154633214,Entire home/apt,100,2,184,2018-07-31,3.37,1,316
2337863,Brand new space full of character!,11945703,Thomasa,,City Park West,39.74896277477727,-104.96764477932135,Entire home/apt,90,2,99,2018-08-12,1.84,2,39
2338204,City Center Charmer featuring Theo,11909369,Maggie,,Congress Park,39.7365715979114,-104.95682264766445,Entire home/apt,46,1,0,,,1,0
2338715,Private room in Wash Park,6793209,Jamie & Monica,,Washington Park West,39.70623958385996,-104.98159966546524,Private room,51,1,11,2015-11-02,0.20,2,0
2355817,Warm & Elegant Art District Remodel -Downtown Area,12029895,Josh,,Lincoln Park,39.72860491455357,-104.99688910948505,Private room,45,1,22,2018-06-28,1.06,2,0
2359615,MILLION DOLLAR VIEW FROM 27TH FLOOR DENVER SUITE,5216325,Julia,,CBD,39.74501838028372,-104.99792566330763,Entire home/apt,95,30,11,2018-07-31,0.23,6,330
2360382,Cozy Cottage with Vintage Decor on a Park!,3092859,Tony & Mary Grace,,Villa Park,39.73446502928071,-105.0255825783196,Entire home/apt,72,2,148,2018-07-31,2.72,1,22
2361919,  The Cloisters at Berkeley ,5811115,Annette,,Berkeley,39.780092830997376,-105.03964815437054,Entire home/apt,70,1,29,2018-08-11,0.53,6,267
2372041,Garden House in Sunnyside *Hot Tub*,11950407,Matthew & Molly,,Sunnyside,39.775802937829184,-105.01271013699169,Entire home/apt,195,2,19,2018-01-28,0.93,1,38
2386289,Sunny Sky Loft in Highlands,184771,Melanie,,West Highland,39.766311474307244,-105.03360144035257,Entire home/apt,150,2,74,2018-08-12,1.54,1,83
2413071,Modern Victorian Row House 4bd/3ba Walk Score 96,12333471,Ed,,Capitol Hill,39.73632505479982,-104.98067002475062,Entire home/apt,375,1,32,2018-06-21,0.77,2,355
2413516,A swell place to call home,1242688,Owen,,Capitol Hill,39.73140159502805,-104.98194667133083,Private room,85,1,1,2014-02-20,0.02,1,0
2424733,Skyline & Mtn views in Athmar Park,9110358,Emily,,Athmar Park,39.70615872988114,-105.01277767697444,Private room,35,3,43,2018-06-04,0.82,1,76
2441525,Craftsman Bungalow in Highlands,3125360,Juan,,Berkeley,39.77026136097019,-105.03770144220037,Entire home/apt,125,5,66,2018-07-02,1.23,2,333
2466830,  HISTORIC COTTAGE IN BONNIE BRAE ,6896064,Greg,,Cory - Merrill,39.688885565982496,-104.95641628976949,Entire home/apt,300,1,4,2018-07-18,0.15,1,364
2467260,Comfy 2 Bedroom Basement APT - City Park South,11000035,Ryan,,City Park,39.74321947538138,-104.95003655958307,Entire home/apt,88,1,264,2018-08-11,5.03,1,124
2487185,Beautiful!! Just Minutes from Downtown!  Hot Tub!,4706233,Jeffrey,,Athmar Park,39.70433597937871,-105.01020484602763,Entire home/apt,199,3,2,2018-04-12,0.16,3,326
2599115,Brand New Modern Stapleton Home,10128382,Kerry,,Stapleton,39.75641678503897,-104.85848367662565,Entire home/apt,187,2,83,2018-08-07,1.57,1,303
2645901,Mid Downtown. 2blks Frm bars food Colfax 16th st,9494353,Roxanne,,North Capitol Hill,39.742998761106094,-104.97869155601684,Entire home/apt,100,2,6,2018-08-24,6,1,21
2653512,Amazing Guesthouse-Perfect Lohi/Highland Location,5817350,Marcie,,Highland,39.76335702857379,-105.01881177361854,Entire home/apt,139,3,87,2018-08-12,2.06,1,326
2659467,Comfortable launching point:Guest 2,13611163,Sonja,,Fort Logan,39.63257441439382,-105.03878783810019,Private room,90,1,28,2018-08-13,1.03,4,161
2663876,Private room for rent ,13634797,Danielle,,Berkeley,39.776633151236275,-105.04792107247422,Private room,80,1,0,,,2,0
2710756,Garden level house in city,13634797,Danielle,,Berkeley,39.778165561422675,-105.04631652559368,Private room,120,1,0,,,2,0
2723629,House on Stout - MESA,1154806,Ellen,,Five Points,39.754361512059766,-104.98298826159612,Private room,70,2,129,2018-08-19,2.49,3,37
2782048,Charming Victorian in Curtis Park,12740723,Roger,,Five Points,39.75913330059812,-104.97861993065284,Entire home/apt,169,3,11,2018-08-26,3.71,5,30
2785687,Capitol Hill Garden-Level Condo,3807527,Brad,,Capitol Hill,39.73304235578085,-104.97790136743188,Entire home/apt,95,1,9,2015-08-31,0.24,1,0
2802949,Central Denver residential location,14290993,Maggie,,Highland,39.76813860043075,-105.01955484464688,Private room,59,2,32,2018-08-19,0.61,3,79
2817786,Private Queen Room w Ensuite Bath,14414164,Mary,,Five Points,39.74743572446782,-104.9772431050811,Private room,74,2,124,2018-08-22,2.38,1,223
2827887,Cozy Cottage in Lower Highlands 2BR,5181201,Danno & Rachel,,Highland,39.76646608055161,-105.00288331052181,Entire home/apt,150,30,20,2016-10-18,0.41,3,72
2874933,3 Bedroom House in Heart of Denver,1399688,Kris,,Whittier,39.754306885060764,-104.96465449776744,Entire home/apt,140,2,4,2018-01-02,0.16,1,0
2875696,"Cozy condo, 700 sq ft. near Lowry",14699024,Julie,,Windsor,39.70725991670638,-104.89080624465231,Entire home/apt,65,170,11,2016-02-21,0.22,1,64
2886415,Victorian House in West City Park,13796455,Cliff,,City Park West,39.745120019130766,-104.96409848329976,Entire home/apt,145,3,30,2018-08-21,0.59,1,83
2908978,Peaceful Queen in Congress Park ,9402581,Rita,,Congress Park,39.732605762786925,-104.94861481722506,Private room,78,2,143,2018-08-22,2.90,2,357
2915068,Washington Park Brick Bungalow,12614696,Winton,,Washington Park West,39.69452335205216,-104.9767240921084,Entire home/apt,215,3,103,2018-08-14,1.96,1,81
2942068,Cozy Cottage in Lo Highlands Mr bed,5181201,Danno & Rachel,,Highland,39.76661432313183,-105.00211720958909,Private room,106,30,10,2016-09-11,0.20,3,72
2953770,Amazing Condo - in Denver's heart,9236134,Mason,,CBD,39.743681769777204,-104.99672596503387,Entire home/apt,225,31,23,2017-06-11,0.45,1,88
2957097,Minutes from Downtown!  Beautifully Remodeled!,4706233,Jeffrey,,Athmar Park,39.70518892400232,-105.01129979260249,Entire home/apt,199,3,74,2018-08-19,1.45,3,329
2960513,Historic 1800s townhouse @ downtown by Superhost,2544705,Gustavo,,Baker,39.721876746399964,-104.99570292726992,Entire home/apt,135,2,53,2018-08-19,2.98,1,53
2968873,Nice Condo w/ Balcony - Great View,10301623,Kevin,,North Capitol Hill,39.745586463843544,-104.98725715885288,Entire home/apt,159,1,93,2017-11-16,1.79,1,0
2978155,Comfortable 2 Bedroom in Cap Hill,15188494,John,,Capitol Hill,39.7318194459984,-104.97871688622743,Entire home/apt,179,2,83,2018-07-15,1.61,1,121
2979736,Large designer house near downtown!  Walk to all!,14178014,John,,Baker,39.725146691609716,-104.99192660084506,Entire home/apt,500,1,118,2018-08-12,2.28,3,232
2986943,"Jazzy, Cozy and Cheap!  City Park",8554690,Cindy,,City Park,39.74036145768226,-104.95864756391438,Entire home/apt,82,2,83,2018-08-18,1.63,2,311
2998222,Quiet Kirk Street Vacation Rental,15283636,Dong,,Gateway - Green Valley Ranch,39.780910973128265,-104.74516649602829,Entire home/apt,245,2,27,2018-03-18,0.53,1,348
3093607,Room on the Left at the Comfy Casa,4242902,Andy,,Clayton,39.76766783436478,-104.9516040280291,Private room,68,1,237,2018-07-24,4.63,4,75
3095906,Great deals for a Sunny room in Denver!,1655595,Shana,,Indian Creek,39.68780362707308,-104.9034411345934,Private room,43,2,22,2018-08-14,0.55,1,217
3115132,Trendy Condo in Sunnyside,15828719,Kate,,Sunnyside,39.77154717198507,-105.01008531719063,Entire home/apt,139,3,61,2018-05-28,1.29,1,311
3135986,Bundalow on Jefferson Park,14592480,James,,Jefferson Park,39.75051026530092,-105.02042144583753,Entire home/apt,120,2,0,,,1,0
3138055,Classic Home on Capitol Hill,15933305,Sarah,,Capitol Hill,39.73077896064703,-104.97818047767136,Entire home/apt,160,1,4,2018-08-12,2.35,1,34
3140044,Brick Bungalow close to Downtown,15836261,Nevada,,Five Points,39.76356908795267,-104.97494702848367,Entire home/apt,99,2,28,2018-08-12,0.57,1,340
3150813,Modern Urban Oasis in Rino,135470,Mark,,Cole,39.76930739071984,-104.96503172618597,Entire home/apt,475,1,147,2018-08-12,2.90,1,354
3166947,Restored Historic Home in Downtown Denver's LoHi,6065807,Kimberly & Tonya,,Highland,39.760357696498495,-105.01819624972532,Entire home/apt,164,1,309,2018-08-22,6.04,2,345
3183154,2 BD House in Lower Highland,13796890,German,,Highland,39.76691413489574,-105.00185848752294,Entire home/apt,80,30,17,2018-08-11,0.36,1,39
3196917,Modern Studio-Private Patio-Smart & Sassy-Dog ok,4366942,Nan,,University,39.669329194746105,-104.96230749916869,Entire home/apt,56,30,36,2018-06-26,0.70,4,73
3217063,Home near Downtown Denver & Santa Fe Arts District,16292100,Andrea,,Lincoln Park,39.73054097939336,-104.99699268964456,Entire home/apt,131,2,20,2018-05-29,0.71,2,7
3231657,Authentic loft in Lodo across from Union Station,16356824,Claus,,Union Station,39.752318951206234,-104.99801773157293,Entire home/apt,190,30,33,2018-07-17,0.66,2,284
3241106,Modern Private room in home close to downtown,4635261,Andre,,Sloan Lake,39.749052059937725,-105.03218915273743,Private room,75,2,1,2018-08-25,1,2,355
3249147,Updated Bungalow in Denver Highlands,16335831,Ryan,,West Highland,39.75984514100199,-105.03271723544744,Entire home/apt,200,2,10,2016-07-04,0.20,1,0
3334447,"Gorgeous 2 BR, 2 BA Townhome!",16835411,Sarah,,Five Points,39.74983792842428,-104.97710508184345,Entire home/apt,120,3,49,2018-08-19,0.97,1,24
3338717,Private basement apartment on park.,16853725,Nanci,,Rosedale,39.67524712037262,-104.97746336031861,Entire home/apt,90,2,74,2018-08-17,1.45,1,340
3341556,1BD City Park Carriage House,16865529,Tim,,City Park West,39.749987880878265,-104.97250226458353,Entire home/apt,50,30,10,2018-08-05,0.21,2,238
3343901,Sloan's lake neighborhood just minutes to downtown,4635261,Andre,,Sloan Lake,39.750634867684425,-105.03214373854216,Entire home/apt,145,2,4,2018-08-12,0.08,2,31
3349024,Perfect 2 Bedroom Home Close to Everything,16791762,Dawnelle,,Cole,39.76433519563892,-104.96030973787046,Entire home/apt,140,2,72,2018-08-19,2.65,1,69
3353299,ABSOLUTE BEST UMS LOCATION 16TMP-017646,16920207,Charles,,Speer,39.713863707359586,-104.98627363308196,Entire home/apt,140,3,23,2018-07-29,0.65,1,0
3395085,Entire main floor with private bath,17128411,Jenni,,Sunnyside,39.783292552952084,-105.023589795114,Private room,71,1,35,2018-07-30,0.70,1,251
3404692,Modern 3 Bed Near RiNo Arts District,9599078,Avery,,Whittier,39.75797261542401,-104.96678974486493,Entire home/apt,140,1,28,2018-08-19,0.56,1,318
3410364,Private attached apartment- Denver!,12164654,Alison,,City Park West,39.746021255627454,-104.96403842650716,Private room,75,1,276,2018-08-08,5.53,1,163
3412478,Denver Bungalow With Artsy Vibe,17205399,Brandy,,Sunnyside,39.77267291237921,-105.0020339065925,Private room,65,1,311,2018-08-13,6.36,2,359
3424315,Large private bedroom/apartment Wash Park,17260508,Michael,,Country Club,39.720675515291106,-104.97174583424943,Private room,50,2,51,2018-08-13,1.93,1,345
3425065,Private Bedroom with In-suite Bath,17264137,Kimberly,,Capitol Hill,39.72787069644459,-104.98006096258062,Private room,53,1,99,2018-08-13,3.05,2,319
3425074,Sunny Room w Private In-suite Bath,17264137,Kimberly,,Capitol Hill,39.72794678535555,-104.97890201764929,Private room,54,1,79,2018-08-16,3.55,2,326
3458369,Carriage House-Highlands Square,12969161,Jamie,,West Highland,39.76144568721304,-105.03694003634494,Entire home/apt,105,2,161,2018-08-19,3.21,1,150
3463164,"CountryClub home, Quiet, Safe, Gated, Exclusive",10105976,Mike And Molly,,Fort Logan,39.642789851343174,-105.06522787865931,Private room,69,2,11,2018-07-30,0.29,1,91
3479122,Unique 3-Level Loft in Ballpark,17524202,Sam,,Five Points,39.75332409027025,-104.98809169102819,Entire home/apt,129,1,305,2018-08-23,6.04,1,309
3487191,1920's Carriage House Historic Neighborhood,9806411,Nathen,,Baker,39.72332812967807,-104.98989159574013,Entire home/apt,125,3,154,2018-08-12,3.20,1,340
3495498,REMODELED IN HIGHLANDS W/GARAGE,17599678,Mallory,,Sunnyside,39.770759067563226,-105.02362415900004,Entire home/apt,167,2,60,2018-08-18,1.23,1,313
3522681,Gorgeous Remodeled Townhome!,17740251,Dia,,Five Points,39.75859839373353,-104.9742490766891,Entire home/apt,147,1,52,2018-08-05,1.06,1,359
3541671,"Brews, food and goodtimes @ our classy Denver home",17828336,Loren,,Congress Park,39.73671033173584,-104.95601174044752,Private room,65,2,162,2018-08-05,3.34,2,0
3542624,Downtwn 3bd House Centrally Located,17833434,Claytonious,,Lincoln Park,39.73094153317755,-104.99980169007593,Entire home/apt,179,1,84,2018-07-01,1.72,3,85
3562277,Private room in mid-century modern,17831791,Michelle,,University,39.6644636968313,-104.96820923859437,Private room,50,3,8,2017-09-06,0.16,1,179
3593366,"Central Denver, Private 2 Twin Beds",2591654,Todd & Peggy,,Congress Park,39.7342063028025,-104.95554070875558,Private room,70,2,27,2018-08-04,1.86,2,353
3605358,Room/Bath in Historic Mansion,18168193,Georgia,,Capitol Hill,39.73311044996625,-104.98062357052915,Private room,115,1,128,2018-08-11,2.58,1,365
3630441,"Luxury at a budget price, near Convention Center",10477416,Michael,,Lincoln Park,39.73798711948865,-105.00370558533218,Entire home/apt,193,2,16,2018-08-05,0.79,1,334
3637265,Private Room in Wash Park Duplex,6793209,Jamie & Monica,,Washington Park West,39.70482257791385,-104.98204216822158,Private room,55,2,2,2015-07-18,0.04,2,0
3645091,Cute cottage in great neighborhood.,82419,Keith,,Sunnyside,39.77531617827774,-105.0185191771834,Entire home/apt,90,30,9,2018-03-01,0.20,1,300
3651345,Modern Downtown 2BR Condo w/Parking,247258,Raviv & Liraz,,Highland,39.75748354332869,-105.01687878945945,Entire home/apt,164,13,67,2015-08-02,1.36,1,82
3653819,2200 sq ft Modern Wash Park House,18483120,Christine,,Washington Park West,39.70951078753096,-104.98240687547008,Entire home/apt,375,4,9,2016-06-20,0.20,1,238
